"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"ABC006788","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"SPB040938","CN3","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TLA054367","KT21","Toan,Ly,Hoa,1","CN3","Toan,Hoa,Sinh,1","CN1","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0"
"TMA087875","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"TLA040422","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TLA023496","KT21","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TMA056638","KT42","Toan,Ly,Hoa,0","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT018292","KT41","Toan,Ly,Hoa,0","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"ABC082987","KT31","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"CON001693","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA031876","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC000260","KT21","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"TMA047239","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"ABC068118","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA038128","KT11","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","KT51","Toan,Hoa,Anh,0"
"SPB048138","KQ3","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"CON071549","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"SPB009256","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"CON064103","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON043105","KQ3","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"BKT005095","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"ABC040166","KT22","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1",NA,NA
"TLA095377","KT31","Toan,Hoa,Anh,1","QT14","Toan,Hoa,Anh,0","KQ1","Toan,Van,Anh,0",NA,NA
"TMA017302","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"BKT085841","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TLA082002","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Anh,1","KT51","Toan,Ly,Hoa,0","CN2","Toan,Ly,Anh,1"
"TMA060598","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"CON008322","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"CON020477","KT22","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"CON062175","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"SPB038586","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KQ3","Toan,Van,Anh,0"
"ABC009263","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB022733","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA
"SPB008519","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"TLA000447","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"KTA024954","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA083789","KT21","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1",NA,NA
"ABC057146","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"ABC084159","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"ABC056070","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"ABC086326","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","QT13","Toan,Ly,Hoa,0",NA,NA
"TLA063427","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"BKT024746","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","QT12","Toan,Ly,Anh,0"
"TMA022736","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TLA039604","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC015620","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA030849","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA088759","KT41","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA055844","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"KTA037080","KQ1","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON041751","TA2","Anh,Toan,Van,1","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA
"BKT003416","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB014054","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KQ2","Toan,Van,Anh,0"
"BKT068233","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA001788","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA024453","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"BKT004017","KT21","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0"
"SPB001759","KT14","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1"
"TMA045265","KQ3","Toan,Ly,Anh,0","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"BKT008116","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"TMA064382","KQ3","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0"
"BKT073109","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"BKT087671","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","CN2","Toan,Ly,Hoa,1"
"SPB076824","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"TMA013169","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"BKT040883","KQ3","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"ABC013285","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"ABC008629","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"SPB067762","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"BKT096991","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA003620","KT52","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB084943","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1",NA,NA
"TLA073662","CN3","Toan,Hoa,Anh,1","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
"SPB063037","KT22","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1"
"BKT083617","CN3","Toan,Hoa,Anh,1","QT11","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TMA097343","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1",NA,NA
"TLA002470","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA046679","TA1","Anh,Toan,Van,1","KT52","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA
"TLA001174","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA095305","KT22","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA
"TMA077275","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON026398","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA
"ABC069279","KT11","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"SPB061684","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"ABC076773","KT14","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"ABC059565","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA018956","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON015741","KT11","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA005508","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT31","Toan,Hoa,Anh,1"
"TMA083472","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1"
"SPB016007","KT23","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"ABC095898","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA051682","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"BKT064838","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC001848","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC026845","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"ABC011982","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"SPB009233","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1",NA,NA
"BKT027087","CN2","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"TLA032437","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"ABC080089","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0"
"TLA075304","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC042021","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB057733","KT23","Toan,Ly,Anh,1","QT12","Toan,Ly,Anh,0","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TMA090897","CN2","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","QT14","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"SPB038939","KT41","Toan,Hoa,Anh,0","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA059184","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB057082","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"ABC014855","KT23","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT067347","KT12","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1",NA,NA,NA,NA
"TLA049261","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"ABC078464","KT21","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB006783","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC042371","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"CON030762","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA028579","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA037774","CN2","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"BKT099986","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1"
"KTA071667","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC047419","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB024990","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA051805","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB016496","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA058787","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"CON007517","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"CON013770","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"KTA099746","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA093650","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"ABC049136","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0",NA,NA
"ABC005550","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"KTA030335","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA030218","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"TMA069880","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"CON039242","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0"
"CON005735","KT33","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1","CN1","Toan,Ly,Anh,1"
"TLA049581","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT048571","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"BKT085598","KT13","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT019514","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","CN1","Toan,Ly,Hoa,1"
"CON017940","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TLA092485","KT22","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1",NA,NA
"TLA044649","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB031278","KT31","Toan,Hoa,Anh,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"TLA091405","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA072428","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TLA036251","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1"
"ABC052790","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON033070","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"BKT013122","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1"
"KTA043806","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"BKT005670","KT22","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"ABC087342","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA042656","KT21","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"BKT012919","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT33","Toan,Ly,Hoa,1","KT12","Toan,Ly,Anh,1"
"TMA070412","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0"
"TLA059293","KQ3","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TLA099236","KT31","Toan,Hoa,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TMA043813","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA095273","CN1","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA067416","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"ABC084237","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA010061","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA055069","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT065787","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA052430","CN2","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"BKT099009","KT11","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT13","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1"
"KTA065397","CN2","Toan,Ly,Anh,1","QT11","Toan,Hoa,Anh,0","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1"
"KTA028914","CN2","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"KTA079658","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT039763","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1"
"TLA066879","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TMA097296","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB065422","KT31","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"SPB094919","KT21","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT045506","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"BKT083004","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA083342","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB001278","KT32","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"TMA027196","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"BKT069609","KT52","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA084857","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"CON066837","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TMA074455","KT52","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TMA046837","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"TLA091839","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA000493","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB063625","TA1","Anh,Toan,Van,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA019214","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA060950","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON019904","KT41","Toan,Hoa,Anh,0","QT11","Toan,Hoa,Anh,0",NA,NA,NA,NA
"BKT023476","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
